,company_name,tic,current_assets,total_assets,cost_of_goods_sold,total_long_term_debt,depreciation_and_amortization,ebit,ebitda,gross_profit,inventory,total_current_liabilities,net_income,retained_earnings,total_receivables,total_revenue,market_value,total_liabilities,net_sales,total_operating_expenses
2514,YORK INTERNATIONAL CORP,YRK,1330.795,2673.135,3206.802,582.0269999999999,71.69,175.425,247.115,869.252,512.714,968.301,-3.998,247.598,638.51,4076.054,1502.4704,1896.735,4076.054,3828.939
2515,YORK INTERNATIONAL CORP,YRK,1606.642,3010.415,3582.679,545.4680000000001,76.64699999999999,149.188,225.835,927.464,615.131,1204.832,81.579,321.707,804.1410000000001,4510.143,1442.7703,2131.552,4510.143,4284.308
5612,YOUBET.COM INC,UBET,45.226000000000006,105.605,92.905,12.054,6.823,3.39,10.213,43.778,2.588,40.207,-2.031,-83.565,13.493,136.683,153.7808,52.831,136.683,126.47
5613,YOUBET.COM INC,UBET,26.002,65.05,92.11,4.767,10.37,-5.49,4.88,46.083,2.085,40.302,-28.418000000000003,-112.029,7.314,138.19299999999998,46.5013,45.069,138.19299999999998,133.313
5614,YOUBET.COM INC,UBET,27.27,48.88,67.615,3.996,8.074,6.884,14.958,41.413,1.937,28.041,-4.4510000000000005,-116.553,3.031,109.028,35.3688,32.037,109.028,94.07
5615,YOUBET.COM INC,UBET,29.032,51.644,73.812,0.0,7.217,5.747000000000001,12.964,37.868,1.278,21.968000000000004,11.618,-104.958,3.4130000000000003,111.68,119.7651,21.968000000000004,111.68,98.716
6796,YOUNG INNOVATIONS INC,YDNT,32.333,159.576,42.834,30.63,4.013,19.753,23.766,56.309,16.486,8.84,12.181,133.512,11.679,99.143,116.738,53.299,99.143,75.377
6797,YOUNG INNOVATIONS INC,YDNT,31.129,160.0,39.151,14.529000000000002,4.015,21.538,25.553,58.586000000000006,14.816,8.377,13.481,145.868,12.289,97.737,196.3815,39.135,97.737,72.184
6798,YOUNG INNOVATIONS INC,YDNT,34.583,161.625,41.511,6.156000000000001,4.17,23.02,27.19,61.331,17.26,10.7,14.937,151.296,12.314,102.842,255.1517,34.521,102.842,75.652
6799,YOUNG INNOVATIONS INC,YDNT,34.986999999999995,159.786,43.396,0.659,4.125,24.36,28.485,62.834,17.160999999999998,9.134,16.453,158.36700000000002,12.372,106.23,233.1288,29.533,106.23,77.745
4564,ZAMBA CORP,3ZMBA,14.625,17.012999999999998,19.577,0.469,3.916,-2.105,1.811,22.163,0.426,6.982,-2.676,-72.63600000000001,8.696,41.74,87.4459,7.451,41.74,39.929
4565,ZAMBA CORP,3ZMBA,5.097,7.667999999999999,19.28,0.1939999999999999,0.987,-7.292000000000001,-6.305,14.022,0.608,5.386,-9.529,-82.165,2.426,33.302,21.0042,5.58,33.302,39.607
4566,ZAMBA CORP,3ZMBA,2.188,2.821,9.843,0.1639999999999999,0.4379999999999999,-8.222999999999999,-7.785,1.256,0.47,4.823,-6.613,-88.77799999999999,0.662,11.099,3.1058,5.151,11.099,18.884
4567,ZAMBA CORP,3ZMBA,1.504,1.887,6.327999999999999,0.0,0.298,-0.926,-0.628,3.689,0.079,2.4530000000000003,1.743,-87.035,0.618,10.017,6.4172,2.4530000000000003,10.017,10.645
2060,ZAREBA SYSTEMS INC,ZRBA,17.322,31.837,21.462,8.234,1.359,0.605,1.964,12.956,6.722,9.052,-0.301,11.617,8.238999999999999,34.418,13.1918,18.209,34.418,32.454
2061,ZAREBA SYSTEMS INC,ZRBA,17.744,31.873,22.306,2.269,1.205,1.629,2.834,13.377,6.502999999999999,13.787,0.61,12.563,7.671,35.683,17.164,17.152,35.683,32.849000000000004
2062,ZAREBA SYSTEMS INC,ZRBA,16.116,23.048,22.427,3.57,0.993,0.609,1.602,12.138,6.082999999999999,8.868,-5.199,7.09,8.031,34.565,5.4992,13.298,34.565,32.963
2063,ZAREBA SYSTEMS INC,ZRBA,13.367,19.387,20.769,1.84,0.725,1.956,2.681,11.447,4.9110000000000005,6.462999999999999,1.012,7.556,7.256,32.216,4.964,9.086,32.216,29.535
1304,ZARLINK SEMICONDUCTOR INC,3ZARLF,134.7,263.9,92.2,77.4,10.7,-17.2,-6.5,91.4,28.8,40.2,-48.4,-674.2,33.4,183.6,103.1503,149.8,183.6,190.1
1305,ZARLINK SEMICONDUCTOR INC,3ZARLF,119.4,189.5,109.6,57.2,12.1,14.7,26.8,117.6,27.8,33.0,-29.6,-705.2,28.9,227.2,24.4852,108.3,227.2,200.4
1306,ZARLINK SEMICONDUCTOR INC,3ZARLF,152.655,214.705,100.957,68.9,11.014,22.413,33.427,119.184,26.225,41.66,7.654,-700.207,31.286,220.141,204.9132,130.219,220.141,186.71400000000003
1307,ZARLINK SEMICONDUCTOR INC,3ZARLF,180.383,267.642,108.521,72.473,9.947,27.066,37.013000000000005,121.702,23.84,39.052,69.116,-630.075,24.574,230.223,266.4844,115.438,230.223,193.21
1472,ZEMEX CDA CORP,ZMX,44.037,159.528,50.776,50.502,7.402,7.015,14.417,26.754,19.482,16.424,5.781000000000001,30.487,19.829,77.53,80.9661,67.51100000000001,77.53,63.113
1473,ZEMEX CDA CORP,ZMX,32.54,113.579,55.683,0.261,7.801,0.602,8.402999999999999,20.797,16.844,27.709,-7.971,22.691,12.97,76.48,46.7518,30.309,76.48,68.077
1474,ZEMEX CDA CORP,ZMX,26.953000000000003,97.515,38.181,0.211,5.468,1.854,7.322,19.155,16.417,16.819000000000003,0.865,23.019,9.24,57.336000000000006,52.7481,20.71,57.336000000000006,50.014
1475,ZEMEX CDA CORP,ZMX,32.942,113.43,50.977,20.358,6.25,3.942,10.192,22.892,17.611,16.724,-1.815,20.857,11.987,73.869,39.6648,40.929,73.869,63.677
3464,ZEVEX INTERNATIONAL INC,ZVXI,10.554,19.732,15.964,2.119,1.582,-1.81,-0.228,9.906,4.115,4.689,-8.277999999999999,-3.281,5.473,25.87,13.536,6.808,25.87,26.098000000000003
3465,ZEVEX INTERNATIONAL INC,ZVXI,8.672,17.401,14.319,1.966,0.858,0.2239999999999999,1.082,9.315,4.585,2.712,-0.179,-3.482,3.599,23.634,14.6243,4.678,23.634,22.552
3466,ZEVEX INTERNATIONAL INC,ZVXI,11.815,20.85,18.213,1.81,0.711,2.05,2.761,12.061,4.587,3.964,1.905,-1.558,5.642,30.274,42.6767,5.774,30.274,27.513
3467,ZEVEX INTERNATIONAL INC,ZVXI,17.695999999999998,26.991,26.972,1.651,0.757,2.485,3.242,14.824000000000002,5.784,4.921,3.2960000000000003,1.734,7.935,41.79600000000001,55.7399,6.572,41.79600000000001,38.554
3104,ZILA INC,ZILA,32.639,65.418,15.385,3.3280000000000003,2.688,-8.702,-6.013999999999999,28.94,6.024,9.815,1.099,-32.608000000000004,11.423,44.325,166.6079,13.696,44.325,50.339
3105,ZILA INC,ZILA,22.97,56.364,11.501,3.06,2.727,-25.296,-22.569000000000003,16.687,9.699,29.824,-29.346,-62.012,3.764,28.188,150.6458,33.113,28.188,50.757
3106,ZILA INC,ZILA,24.854,63.881,11.657,7.258999999999999,3.1210000000000004,-23.012,-19.891,17.144000000000002,4.075,10.568,-13.164,-76.181,4.274,28.801,79.7095,17.902,28.801,48.692
3107,ZILA INC,ZILA,14.675,50.37,17.08,8.972999999999999,4.3,-13.106,-8.806000000000001,27.981,3.107,8.117,-16.378,-92.603,5.252000000000001,45.06100000000001,18.7483,17.09,45.06100000000001,53.867
3484,ZILOG INC,ZILG,46.8,71.6,42.8,0.0,4.5,-13.2,-8.7,36.0,7.6,23.9,-16.8,-73.8,9.6,78.8,50.962,29.8,78.8,87.5
3485,ZILOG INC,ZILG,41.3,55.8,39.9,0.0,4.4,-5.5,-1.1,42.1,8.5,19.5,-9.0,-82.8,8.0,82.0,75.096,21.1,82.0,83.1
3486,ZILOG INC,ZILG,33.798,47.84,33.365,0.0,3.931,-6.487,-2.556,33.856,8.413,20.035,-9.291,-91.688,6.834,67.221,59.2305,20.961,67.221,69.777
3487,ZILOG INC,ZILG,44.915,51.652,19.983,0.0,2.633,-12.077,-9.444,16.174,4.022,18.088,3.184,-88.43299999999999,1.6980000000000002,36.157,40.2109,20.026,36.157,45.601000000000006
3980,ZOLL MEDICAL CORP,ZOLL,227.031,346.02,174.457,0.0,12.873,35.774,48.647,223.561,61.023,75.241,23.441,112.101,84.42299999999999,398.018,687.709,78.16199999999998,398.018,349.371
3981,ZOLL MEDICAL CORP,ZOLL,230.11900000000003,371.847,173.34799999999998,0.0,14.492,11.614,26.106,211.837,69.7,73.48899999999999,9.564,121.124,80.535,385.185,453.2542,91.289,385.185,359.079
3982,ZOLL MEDICAL CORP,ZOLL,256.411,430.77,182.604,0.0,19.914,27.132,47.04600000000001,261.385,69.958,98.198,18.919,141.286,99.543,443.989,693.9341,117.192,443.989,396.943
3983,ZOLL MEDICAL CORP,ZOLL,286.02,474.483,202.49,0.0,21.538,48.211000000000006,69.749,321.219,65.87899999999999,82.287,31.288,172.108,118.691,523.7090000000001,833.2992,112.374,523.7090000000001,453.96
5788,ZOMAX INC/MN,ZOMX,125.223,167.183,144.339,0.747,8.349,1.048,9.397,41.161,9.712,35.263000000000005,-0.679,66.47800000000001,32.785,185.5,140.369,36.634,185.5,176.10299999999998
5789,ZOMAX INC/MN,ZOMX,131.128,181.633,154.532,0.0,8.391,-1.425,6.966,43.138000000000005,12.757,42.552,-0.555,75.297,39.403,197.67,162.6191,43.867,197.67,190.704
5790,ZOMAX INC/MN,ZOMX,123.219,168.15400000000002,159.202,0.0,9.829,-6.787000000000001,3.042,40.226,14.633,39.887,-8.411,65.97800000000001,36.18,199.428,133.72299999999998,40.042,199.428,196.386
5791,ZOMAX INC/MN,ZOMX,88.46,115.172,145.239,0.0,8.714,-23.998,-15.284,21.745,13.978,26.247,-36.146,26.36,26.823,166.984,67.444,26.564,166.984,182.268
5916,ZONES INC,ZONS,90.283,102.144,435.956,1.307,2.47,7.771,10.241,59.607,17.405,63.25899999999999,4.652,-2.237,63.938,495.5630000000001,89.55799999999999,65.593,495.5630000000001,485.322
5917,ZONES INC,ZONS,108.267,117.354,504.031,0.021,1.966,10.32,12.286,62.522,19.736,74.869,6.051,3.814,83.068,566.553,66.325,76.03699999999998,566.553,554.2669999999999
5918,ZONES INC,ZONS,111.38,120.695,503.677,0.006,1.831,15.925999999999998,17.757,73.35,21.385,69.705,9.685,13.499,78.255,577.0269999999999,98.1587,71.21300000000002,577.0269999999999,559.27
5919,ZONES INC,ZONS,124.24,133.322,597.423,0.0,1.8,21.03,22.83,82.069,21.278,69.281,13.133,26.632,88.72,679.492,142.2304,71.014,679.492,656.6619999999999
5456,ZORAN CORP,ZRAN,452.21,820.332,228.384,0.0,51.122,2.293,53.415,278.97700000000003,48.992,111.804,66.186,-159.876,58.22,507.361,1157.1941,132.56,507.361,453.946
5457,ZORAN CORP,ZRAN,444.286,572.447,221.031,0.0,31.073,-26.075,4.998,217.508,37.365,66.05199999999999,-215.727,-379.07,22.845,438.539,349.4979,93.037,438.539,433.541
5458,ZORAN CORP,ZRAN,468.364,552.456,189.564,0.0,7.367000000000001,-23.728,-16.361,190.517,27.162,59.791,-32.958,-406.922,21.997,380.081,565.2186,92.188,380.081,396.442
5459,ZORAN CORP,ZRAN,354.599,507.389,165.201,0.0,6.831,-31.89,-25.059,192.141,48.139,67.39399999999999,-47.636,-455.725,22.815,357.342,430.9096,105.911,357.342,382.401
4096,ZUNICOM INC,ZNCM,3.053,14.698,0.309,0.0,0.096,-0.982,-0.8859999999999999,0.653,0.0069999999999999,0.518,0.2319999999999999,0.539,1.476,0.962,3.3867,4.8180000000000005,0.962,1.848
4097,ZUNICOM INC,ZNCM,5.73,9.096,0.142,0.0,0.043,-1.147,-1.104,0.386,0.006,0.39,-3.533,-3.016,0.008,0.528,4.867,2.852,0.528,1.632
4098,ZUNICOM INC,ZNCM,4.5680000000000005,9.473,0.449,0.0,0.079,-0.685,-0.606,0.4,0.0,0.511,0.264,-2.774,0.037,0.8490000000000001,5.8404,2.9360000000000004,0.8490000000000001,1.455
4099,ZUNICOM INC,ZNCM,3.964,8.839,0.726,0.0,0.119,-0.754,-0.635,0.67,0.0289999999999999,0.525,-0.457,-3.253,0.044,1.396,3.2673,2.738,1.396,2.031
8908,ZYMOGENETICS INC,ZGEN,267.39,347.004,154.934,67.087,6.74,-136.29399999999998,-129.554,-129.554,0.0,27.958,-130.002,-497.23,5.257000000000001,25.38,1050.9594,111.32,25.38,154.934
8909,ZYMOGENETICS INC,ZGEN,182.782,263.081,182.011,67.044,7.218999999999999,-150.753,-143.534,-143.534,0.0,63.96,-148.144,-644.006,7.237,38.477,799.7218,148.251,38.477,182.011
8910,ZYMOGENETICS INC,ZGEN,132.95600000000002,210.046,185.415,92.366,7.172999999999999,-118.599,-111.426,-111.426,28.241,56.968,-116.241,-763.377,11.249,73.98899999999999,206.208,186.687,73.98899999999999,185.415
8911,ZYMOGENETICS INC,ZGEN,249.86900000000003,319.296,151.52100000000002,92.563,6.906000000000001,-21.455,-14.549,-14.549,63.024,139.816,-42.981,-805.2760000000001,7.672000000000001,136.972,443.1657,323.254,136.972,151.52100000000002
3076,4-D NEUROIMAGING,FDNU,10.055,22.184,5.581,1.53,1.461,-7.364,-5.903,2.81,6.345,24.24,-8.127,-106.831,1.246,8.391,31.8656,25.904,8.391,14.294
3077,4-D NEUROIMAGING,FDNU,12.069,21.824,6.0760000000000005,1.621,1.754,-4.266,-2.512,4.188,7.311,14.502,-4.501,-111.148,3.136,10.264,13.0517,17.265,10.264,12.776
3078,4-D NEUROIMAGING,FDNU,4.888,8.514,8.331,1.555,0.286,-3.776,-3.49,2.309,4.138,8.756,-10.038,-120.982,0.366,10.64,8.017000000000001,11.795,10.64,14.13
3079,4-D NEUROIMAGING,FDNU,4.547,4.76,2.998,0.0,0.1,-4.316,-4.216,-0.1889999999999999,2.9360000000000004,6.263999999999999,-3.708,-124.689,0.422,2.809,13.3116,8.68,2.809,7.025
1144,4LICENSING CORP,FOURQ,87.508,151.079,36.196,0.0,1.002,-25.769,-24.767,19.413,0.611,22.373,-23.326,97.761,21.403,55.609,175.3158,22.991,55.609,80.376
1145,4LICENSING CORP,FOURQ,42.702,100.574,39.571,0.0,1.535,-31.717,-30.182,24.098000000000003,4.2410000000000005,25.123,-36.819,46.108,22.818,63.669,25.9249,25.583,63.669,93.851
1146,4LICENSING CORP,FOURQ,26.02,56.653,28.078000000000003,0.0,1.6,-48.461000000000006,-46.861,-1.081,1.273,21.161,-42.076,14.654000000000002,18.514,26.997,21.2297,21.536,26.997,73.858
1147,4LICENSING CORP,FOURQ,20.393,29.07,34.093,0.0,0.745,-20.36,-19.615,-19.615,0.0,18.341,-27.161,-7.393,7.848,14.478,5.5469,18.812,14.478,34.093
6060,AAIPHARMA INC,AAIIQ.1,58.458,196.286,62.617,78.878,7.755,13.229,20.984,78.456,19.521,37.965,5.94,1.113,26.594,141.07299999999998,452.8297,119.922,141.07299999999998,120.089
6061,AAIPHARMA INC,AAIIQ.1,71.15100000000001,440.325,81.458,277.899,9.571,55.442,65.013,149.05200000000002,27.519,55.794,17.314,20.374,29.467,230.51,257.0567,340.875,230.51,165.497
6062,AAIPHARMA INC,AAIIQ.1,98.177,534.597,103.312,338.844,20.593000000000004,-0.713,19.88,121.665,27.196,111.137,-32.703,-13.11,32.614000000000004,224.977,709.5011,459.874,224.977,205.097
6063,AAIPHARMA INC,AAIIQ.1,65.7,339.07,106.82,0.0,24.465,-35.869,-11.404000000000002,108.51,20.894,450.946,-191.171,-203.08,23.866,215.33,92.9045,450.96,215.33,226.734
3428,ABLE LABORATORIES INC,ABLSQ,11.304,17.637999999999998,11.841,2.291,0.6920000000000001,-1.2009999999999998,-0.509,7.752999999999999,4.72,5.155,-4.473,-71.229,4.751,19.594,72.0498,8.743,19.594,20.103
3429,ABLE LABORATORIES INC,ABLSQ,25.617,51.128,26.423,6.082999999999999,0.939,10.869000000000002,11.808,26.507,12.904000000000002,10.353,23.446,-47.783,7.874,52.93,145.6264,16.436,52.93,41.122
3430,ABLE LABORATORIES INC,ABLSQ,51.598,85.36399999999999,39.265,3.935,2.09,14.297,16.387,38.296,16.602999999999998,4.647,8.488,-39.296,8.626,77.561,302.8713,8.582,77.561,61.174
3431,ABLE LABORATORIES INC,ABLSQ,56.978,104.291,48.433,3.0,3.002,22.526,25.528,54.761,18.105,5.011,14.652,-24.644,17.878,103.194,417.5308,8.011000000000001,103.194,77.666
2908,ACCLAIM ENTERTAINMENT INC,AKLM,22.667,65.02,92.194,55.847,13.202,-102.19,-88.988,96.432,4.708,99.436,-131.744,-305.715,3.958,188.626,105.1388,159.0,188.626,277.61400000000003
2909,ACCLAIM ENTERTAINMENT INC,AKLM,84.73,125.63,51.371,14.473,10.652,23.215,33.867,146.197,4.043,127.843,17.293,-289.337,49.074,197.568,309.8888,145.985,197.568,163.701
2910,ACCLAIM ENTERTAINMENT INC,AKLM,148.66,182.895,109.919,4.737,8.467,7.375,15.842,158.769,9.634,155.947,-4.533,-293.952,68.345,268.688,254.2953,163.54,268.688,252.846
2911,ACCLAIM ENTERTAINMENT INC,AKLM,32.085,47.338,73.087,0.24,5.511,-44.679,-39.168,69.592,5.739,143.026,-56.408,-427.45,12.958,142.679,67.8398,145.321,142.679,181.847
8948,ACCURIDE CORP,ACW,352.25699999999995,1220.354,967.026,697.925,45.552,149.535,195.087,262.285,118.896,197.586,51.229,-59.613,141.921,1229.311,437.439,1044.611,1229.311,1034.224
8949,ACCURIDE CORP,ACW,398.24,1233.187,1120.126,642.725,67.029,167.542,234.571,288.029,103.653,186.899,65.133,8.243,142.665,1408.155,392.411,969.605,1408.155,1173.5839999999998
8950,ACCURIDE CORP,ACW,313.365,1113.634,837.206,573.025,61.586000000000006,48.996,110.582,165.88,92.57,149.954,-8.639,11.552,87.195,1003.086,277.9453,839.834,1003.086,892.5039999999999
8951,ACCURIDE CORP,ACW,307.759,808.55,807.32,651.469,45.998000000000005,32.189,78.187,124.089,78.805,125.618,-328.266,-337.281,79.359,931.409,8.2499,882.365,931.409,853.222
1596,ACUITY CIMATRIX INC,RVSIQ,143.564,195.484,117.303,2.499,7.051,12.158,19.209,105.89,52.801,47.425,10.722,-132.404,64.52,223.193,210.5178,49.924,223.193,203.984
1597,ACUITY CIMATRIX INC,RVSIQ,55.353,87.947,63.039,7.24,10.474,-48.34,-37.866,44.806,34.765,40.208,-104.373,-237.492,14.866,107.845,35.2408,47.448,107.845,145.711
1598,ACUITY CIMATRIX INC,RVSIQ,37.855,56.889,38.097,3.076,6.871,-41.23,-34.359,21.146,22.767,40.576,-41.774,-280.36,13.574000000000002,59.243,16.984,43.652,59.243,93.602
1599,ACUITY CIMATRIX INC,RVSIQ,22.424,33.993,26.784,1.285,3.507,-27.949,-24.442,16.616,10.995,43.158,-30.104,-310.365,9.501,43.4,51.534,44.44300000000001,43.4,67.842
2640,ADVANCED MARKETING SERVICES,MKTSQ.,253.966,275.55,546.275,0.0,2.805,25.379,28.184,81.703,131.421,179.502,17.092,71.018,78.923,627.9780000000001,267.8203,179.502,627.9780000000001,599.794
2641,ADVANCED MARKETING SERVICES,MKTSQ.,269.35900000000004,301.048,610.0419999999999,0.0,3.946,31.374,35.32,103.536,119.845,192.73,20.767,90.335,105.621,713.578,296.3142,192.73,713.578,678.258
2642,ADVANCED MARKETING SERVICES,MKTSQ.,320.388,402.852,632.7719999999999,0.0,4.57,37.504,42.074,123.35,123.904,270.528,23.098000000000003,111.55,162.678,756.122,462.6,270.528,756.122,714.048
2643,ADVANCED MARKETING SERVICES,MKTSQ.,356.856,445.56,757.0139999999999,0.0,7.78,17.537,25.317,154.611,172.56400000000002,303.689,11.175,124.077,160.644,911.625,213.2143,303.689,911.625,886.308
4280,ADVANCED MATERIALS GROUP INC,ADMGQ,3.181,3.782,6.421,0.091,0.32,0.136,0.456,2.2430000000000003,1.085,2.4730000000000003,0.157,-7.149,1.471,8.664,3.029,2.564,8.664,8.208
4281,ADVANCED MATERIALS GROUP INC,ADMGQ,3.664,4.082,7.0760000000000005,0.02,0.2289999999999999,0.816,1.045,2.92,0.815,1.51,1.334,-5.815,1.519,9.996,6.058,1.53,9.996,8.951
4282,ADVANCED MATERIALS GROUP INC,ADMGQ,4.606,5.4110000000000005,8.226,0.122,0.149,0.654,0.8029999999999999,2.447,1.087,1.785,0.813,-5.003,1.8,10.673,8.5022,1.907,10.673,9.87
4283,ADVANCED MATERIALS GROUP INC,ADMGQ,5.46,7.117999999999999,9.346,0.174,0.1169999999999999,0.424,0.541,2.958,1.766,3.014,0.318,-4.685,3.1630000000000003,12.304,4.3211,3.188,12.304,11.763
5748,AFFINITY TECHNOLOGY GRP INC,AFFI,0.11,0.121,0.064,0.0,0.0069999999999999,-0.778,-0.7709999999999999,-0.046,0.0,1.635,-0.217,-68.678,0.0,0.018,2.1032,1.635,0.018,0.789
5749,AFFINITY TECHNOLOGY GRP INC,AFFI,0.147,0.152,0.002,0.0,0.006,-0.4679999999999999,-0.462,0.018,0.0,2.14,-0.5660000000000001,-69.244,0.1,0.02,3.2091,2.2,0.02,0.482
5750,AFFINITY TECHNOLOGY GRP INC,AFFI,1.105,1.112,0.003,3.141,0.004,-2.577,-2.573,0.03,0.0,1.139,-2.7,-71.945,0.0,0.033,9.5061,4.392,0.033,2.6060000000000003
5751,AFFINITY TECHNOLOGY GRP INC,AFFI,0.127,0.134,0.003,0.0,0.001,-1.242,-1.241,0.03,0.0,4.385,-1.4780000000000002,-73.422,0.0,0.033,6.1285,4.385,0.033,1.274
9560,AGFEED INDUSTRIES INC,FEEDQ,18.078,23.07,25.608,0.0,0.155,6.321000000000001,6.476,10.555,2.728,3.57,6.662999999999999,9.379,6.566,36.163,228.3782,3.57,36.163,29.687
9561,AGFEED INDUSTRIES INC,FEEDQ,58.916,137.055,107.556,3.22,1.668,24.741,26.409,36.105,20.617,12.873,16.949,29.714,11.528,143.661,61.0721,16.093,143.661,117.252
9562,AGFEED INDUSTRIES INC,FEEDQ,80.53399999999999,162.94799999999998,143.878,0.918,2.69,12.592,15.282,29.325,23.835,14.615,10.348,40.072,16.585,173.203,220.72,15.533,173.203,157.921
9563,AGFEED INDUSTRIES INC,FEEDQ,122.895,223.495,225.295,66.877,3.647,-9.801,-6.154,18.319000000000003,84.58,31.171,-42.70399999999999,1.3130000000000002,21.872,243.614,151.0278,98.048,243.614,249.768
8064,AIRNET COMMUNICATIONS CORP,ANCCQ,20.219,30.83,14.186,0.016,3.375,-15.55,-12.175,8.84,14.459,7.956,-14.448,-218.487,1.492,23.026,12.4025,8.793,23.026,35.201
8065,AIRNET COMMUNICATIONS CORP,ANCCQ,22.115,30.057,8.574,10.005,2.955,-13.94,-10.985,7.211,11.687,8.802,-24.433000000000003,-242.92,4.106,15.785,41.3789,19.494,15.785,26.77
8066,AIRNET COMMUNICATIONS CORP,ANCCQ,23.045,28.989,11.863,0.031,2.937,-18.93,-15.993,8.737,9.96,7.1370000000000005,-26.189,-259.112,6.223,20.6,37.2913,8.131,20.6,36.593
8067,AIRNET COMMUNICATIONS CORP,ANCCQ,19.275,23.733,9.874,2.94,2.818,-14.050999999999998,-11.233,9.768,9.656,7.944,-17.668,-276.78,3.589,19.642,12.6324,13.014,19.642,30.875
2944,ALABAMA AIRCRAFT INDUSTRIES,AAIIQ,48.271,88.586,135.25,1.786,3.754,3.613,7.367000000000001,25.459,14.312,57.26,0.519,1.6569999999999998,22.221,160.709,32.1415,81.206,160.709,153.342
2945,ALABAMA AIRCRAFT INDUSTRIES,AAIIQ,28.57,46.295,64.173,5.002,2.825,-3.544,-0.7190000000000001,8.631,7.803999999999999,12.377,0.945,9.881,11.363,72.804,11.6851,29.969,72.804,73.523
2946,ALABAMA AIRCRAFT INDUSTRIES,AAIIQ,22.913,36.079,44.024,5.0,1.786,-0.03,1.756,9.475,5.092,11.823,-5.7860000000000005,-21.721,6.691,53.499,6.978,51.098,53.499,51.743
2947,ALABAMA AIRCRAFT INDUSTRIES,AAIIQ,25.649,37.346,53.437,2.612,1.5830000000000002,0.235,1.818,9.741,7.263,14.254,0.997,-17.267,13.437,63.178,5.1638,47.581,63.178,61.36
2672,ALL AMERICAN SEMICONDUCTOR,SEMIQ,99.281,104.578,270.372,41.142,0.932,4.088,5.02,61.675,52.762,44.611,1.883,-6.525,41.234,332.047,8.0241,85.75299999999999,332.047,327.027
2673,ALL AMERICAN SEMICONDUCTOR,SEMIQ,116.404,122.373,253.137,50.001000000000005,0.7959999999999999,3.62,4.416,58.392,58.173,53.192,0.546,-5.979,53.817,311.529,16.732,103.193,311.529,307.113
2674,ALL AMERICAN SEMICONDUCTOR,SEMIQ,141.63299999999998,147.466,339.896,76.95100000000001,0.716,8.196,8.912,69.525,67.608,47.501000000000005,3.207,-2.772,69.01,409.421,23.0466,124.452,409.421,400.509
2675,ALL AMERICAN SEMICONDUCTOR,SEMIQ,162.124,173.646,362.648,90.156,0.75,5.915,6.665,70.372,74.581,58.656000000000006,0.5820000000000001,-2.19,82.166,433.02,15.7092,149.81,433.02,426.355
4408,ALLIED HOLDINGS INC,AHIZQ,213.492,610.539,995.062,324.876,62.224,11.868,74.092,74.092,7.415,125.571,-6.301,13.858,114.266,1069.154,22.132,551.398,1069.154,995.062
4409,ALLIED HOLDINGS INC,AHIZQ,204.302,533.3919999999999,869.643,286.533,60.358,-33.234,27.124,27.124,5.349,125.82,-39.496,-27.816,72.292,896.7669999999999,16.4327,515.395,896.7669999999999,869.643
4410,ALLIED HOLDINGS INC,AHIZQ,203.079,485.508,821.424,237.69,54.88,21.756,76.63600000000001,76.63600000000001,5.071000000000001,140.251,-7.526,-35.78,58.512,898.06,28.1261,475.194,898.06,821.424
4411,ALLIED HOLDINGS INC,AHIZQ,121.365,455.735,800.0989999999999,230.126,45.556,19.808,65.36399999999999,65.36399999999999,4.9830000000000005,131.583,-8.604,-37.99,55.11,865.4630000000001,41.8043,446.921,865.4630000000001,800.0989999999999
7428,ALPHATRADE.COM,APDTQ,0.2189999999999999,0.541,1.743,0.0,0.013,-4.694,-4.681,2.652,0.0,1.503,-4.737,-31.86,0.065,4.395,6.2475,1.503,4.395,9.076
7429,ALPHATRADE.COM,APDTQ,0.847,1.192,1.717,0.0,0.016,-4.558,-4.542,3.3760000000000003,0.0,5.725,-5.723,-37.574,0.0279999999999999,5.093,12.1475,5.725,5.093,9.635
7430,ALPHATRADE.COM,APDTQ,2.79,2.835,1.839,0.0,0.018,1.124,1.142,4.236000000000001,0.0,5.645,0.0409999999999999,-36.834,1.172,6.075,1.6223,5.645,6.075,4.933
7431,ALPHATRADE.COM,APDTQ,0.62,0.649,1.529,0.0,0.017,0.155,0.172,3.014,0.0,7.444,-4.551,-41.504,0.0,4.543,0.7795,7.444,4.543,4.371
5196,AMBASSADORS INTERNATIONL INC,AMIEQ,131.683,376.489,207.207,161.584,11.01,-14.332,-3.322,79.798,14.161,125.067,-26.879,-9.615,52.13399999999999,287.005,158.7616,288.362,287.005,290.327
5197,AMBASSADORS INTERNATIONL INC,AMIEQ,67.112,211.67,202.74,95.213,14.514,-8.759,5.755,71.86,7.122000000000001,62.563,-35.972,-46.68899999999999,24.523000000000003,274.6,7.3567,159.13,274.6,268.845
5198,AMBASSADORS INTERNATIONL INC,AMIEQ,19.379,91.959,53.071000000000005,50.719,9.84,-16.272000000000002,-6.432,8.206,1.421,24.423,-51.644,-102.516,0.179,61.277,15.6642,75.39,61.277,67.709
5199,AMBASSADORS INTERNATIONL INC,AMIEQ,22.041,80.263,51.187,0.0,6.906000000000001,-14.363,-7.457000000000001,7.917999999999999,1.586,87.315,-24.027,-126.543,0.755,59.105,5.3136,87.645,59.105,66.562
