,company_name,tic,current_assets,total_assets,cost_of_goods_sold,total_long_term_debt,depreciation_and_amortization,ebit,ebitda,gross_profit,inventory,total_current_liabilities,net_income,retained_earnings,total_receivables,total_revenue,market_value,total_liabilities,net_sales,total_operating_expenses
2673,PILGRIM'S PRIDE CORP,PPC,1105.674,2426.868,4807.465,554.876,130.5,3.002,133.502,428.1,585.94,576.837,-34.232,646.884,302.316,5235.565,1820.3066,1307.582,5235.565,5102.063
2674,PILGRIM'S PRIDE CORP,PPC,1284.3339999999998,3774.236,6804.361,1318.558,202.7,232.537,435.237,794.238,961.885,905.202,47.017,701.7769999999999,192.074,7598.599,2311.4899,2602.015,7598.599,7163.361999999999
9580,PINNACLE AIRLINES CORP,PNCLQ,294.91900000000004,708.5880000000001,725.8660000000001,197.296,10.468,51.04,61.508,61.508,16.03,243.459,34.637,34.585,31.107,787.3739999999999,273.7833,650.766,787.3739999999999,725.8660000000001
9581,PINNACLE AIRLINES CORP,PNCLQ,177.226,1133.122,777.909,704.342,27.721,59.155,86.876,86.876,17.105999999999998,185.415,-4.907,22.705,62.736,864.785,30.7105,1084.529,864.785,777.909
9582,PINNACLE AIRLINES CORP,PNCLQ,203.396,1289.42,727.052,526.87,36.602,81.854,118.456,118.456,19.472,177.987,41.856,48.648,75.321,845.508,126.1586,1187.183,845.508,727.052
9583,PINNACLE AIRLINES CORP,PNCLQ,203.93400000000003,1498.7979999999998,907.728,667.875,39.147,73.892,113.039,113.039,34.195,246.34,12.77,63.089,40.602,1020.767,147.3587,1379.305,1020.767,907.728
9584,PINNACLE AIRLINES CORP,PNCLQ,164.373,1475.4160000000002,1151.995,720.553,50.72,32.9,83.62,83.62,30.481,262.863,-31.478,30.637,29.899,1235.615,15.6563,1385.747,1235.615,1151.995
1695,PLYMOUTH RUBBER  -CL A,PYRAQ,29.017,54.915,53.977,10.796,2.494,5.631,8.125,23.676,14.474,25.698,3.122,2.499,12.05,77.653,15.1689,41.578,77.653,69.528
1696,PLYMOUTH RUBBER  -CL A,PYRAQ,24.578000000000003,51.461000000000006,57.365,1.403,2.7880000000000003,0.055,2.843,17.027,13.97,35.935,-3.989,-1.602,9.678,74.392,8.4933,42.253,74.392,71.54899999999999
1697,PLYMOUTH RUBBER  -CL A,PYRAQ,24.033,48.658,51.749,0.83,3.053,-0.6859999999999999,2.367,14.749,10.617,37.694,-2.899,-6.841,12.637,66.498,2.2212,44.50899999999999,66.498,64.131
1698,PLYMOUTH RUBBER  -CL A,PYRAQ,24.028,46.246,48.756,8.972000000000001,2.9730000000000003,1.846,4.819,16.503,11.640999999999998,26.367,0.1009999999999999,-7.928,11.366,65.259,2.2586,43.184,65.259,60.44
1699,PLYMOUTH RUBBER  -CL A,PYRAQ,25.085,45.315,52.041,7.577000000000001,2.911,-0.996,1.915,13.832,12.375,29.435,-2.3040000000000003,-10.378,11.776,65.873,1.5909,44.703,65.873,63.958
4815,POINT BLANK SOLUTIONS INC,PBSOQ,142.266,145.857,244.962,32.134,0.978,49.571000000000005,50.549,95.113,85.973,35.18,30.435,41.44,54.143,340.075,862.1883,68.4,340.075,289.526
4816,POINT BLANK SOLUTIONS INC,PBSOQ,122.892,125.537,262.86,0.0,0.616,19.758,20.374,80.70100000000001,26.825,121.3,-28.14,-74.637,53.919,343.561,194.0293,122.784,343.561,323.187
4817,POINT BLANK SOLUTIONS INC,PBSOQ,146.125,148.19899999999998,195.511,0.0,0.643,-2.231,-1.588,58.594,32.21,126.776,-5.322,-79.959,38.087,254.105,141.6502,127.628,254.105,255.693
4818,POINT BLANK SOLUTIONS INC,PBSOQ,149.01,156.36700000000002,258.652,0.0,0.637,11.675999999999998,12.313,62.144,43.55,114.129,6.206,-73.753,45.429,320.796,175.3387,125.788,320.796,308.483
4819,POINT BLANK SOLUTIONS INC,PBSOQ,103.589,125.375,157.621,0.0,1.482,-7.705,-6.223,7.301,38.7,83.415,-5.402,-79.155,45.571000000000005,164.922,22.7668,95.072,164.922,171.145
1705,POPE & TALBOT INC,PTBTQ,167.718,504.388,499.917,205.922,35.331,-13.505,21.826,46.416,93.319,103.963,-20.95,83.18299999999999,59.54,546.3330000000001,222.9979,360.536,546.3330000000001,524.507
1706,POPE & TALBOT INC,PTBTQ,179.14,539.562,567.425,244.143,38.171,-22.051,16.12,45.254,100.701,89.725,-24.812,85.61,54.162,612.679,275.6846,393.097,612.679,596.559
1707,POPE & TALBOT INC,PTBTQ,211.241,570.627,656.1410000000001,229.634,37.672,34.681999999999995,72.354,106.524,129.526,112.89,11.127,94.546,59.982,762.665,277.9006,406.99300000000005,762.665,690.311
1708,POPE & TALBOT INC,PTBTQ,218.049,630.653,804.176,268.2,38.13,-32.633,5.497000000000001,44.669,126.236,169.16299999999998,-50.00899999999999,42.252,77.21300000000001,848.845,135.8207,518.621,848.845,843.3480000000001
1709,POPE & TALBOT INC,PTBTQ,258.336,662.0189999999999,771.6360000000001,320.476,42.16,-17.768,24.392,69.50399999999999,130.137,102.504,45.319,49.602,92.666,841.14,89.5056,541.594,841.14,816.748
6805,POWERWAVE TECHNOLOGIES INC,PWAVQ,436.969,981.094,613.114,350.0,56.015,-101.862,-45.847,167.403,94.31,244.80900000000003,-309.535,-377.404,237.657,780.5169999999999,527.9985,598.61,780.5169999999999,826.3639999999999
6806,POWERWAVE TECHNOLOGIES INC,PWAVQ,373.815,487.896,665.684,306.321,50.3,-11.75,38.55,224.55,81.098,194.756,-348.664,-780.283,213.871,890.2339999999999,65.8185,502.975,890.2339999999999,851.684
6807,POWERWAVE TECHNOLOGIES INC,PWAVQ,294.315,389.852,401.168,268.983,22.841,2.6660000000000004,25.507,166.31799999999998,71.536,118.901,-5.67,-824.742,142.94899999999998,567.486,166.7698,389.24,567.486,541.979
6808,POWERWAVE TECHNOLOGIES INC,PWAVQ,345.475,425.584,401.296,150.0,17.903,30.642,48.545,190.165,80.01899999999999,213.716,3.713,-821.441,186.96,591.461,427.9113,364.305,591.461,542.9159999999999
6809,POWERWAVE TECHNOLOGIES INC,PWAVQ,308.367,342.33,339.589,252.19,13.826,-48.797,-34.971,104.857,124.344,114.025,-77.619,-899.414,96.777,444.446,65.9048,375.028,444.446,479.417
7020,PREVU INC,PRVU,141.542,204.127,377.06,25.064,19.207,-15.42,3.787,143.965,89.29799999999999,78.09,-33.583,-14.786,6.122000000000001,521.025,64.0886,118.773,521.025,517.238
7021,PREVU INC,PRVU,141.769,188.58,282.769,20.0,16.85,8.876,25.726,137.524,86.059,55.548,-23.583,-38.385,3.643,420.293,120.5404,93.473,420.293,394.567
7022,PREVU INC,PRVU,137.247,179.868,258.754,20.0,14.073,12.282,26.355,139.232,85.645,34.369,12.212,-26.19,4.063,397.986,132.8992,71.814,397.986,371.631
7023,PREVU INC,PRVU,105.205,145.345,234.251,20.0,12.462,-34.177,-21.715,87.01100000000001,74.89699999999999,30.012,-33.095,-58.332,3.132,321.262,72.9194,66.844,321.262,342.977
7024,PREVU INC,PRVU,76.093,90.589,225.523,0.0,11.319,-75.766,-64.447,54.915,58.307,29.729,-77.542,-135.874,3.603,280.438,28.3226,46.537,280.438,344.885
4905,PROGRESSIVE GAMING INTL CORP,PGICQ,32.75,109.172,46.849,62.989,14.314,-4.6610000000000005,9.653,44.95399999999999,6.257999999999999,19.607,-34.216,-108.415,11.998,91.803,97.722,101.783,91.803,82.15
4906,PROGRESSIVE GAMING INTL CORP,PGICQ,45.228,117.52,44.791,63.17,6.999,10.247,17.246,51.583,10.276,26.025,0.259,-108.049,16.762,96.374,227.0332,107.28,96.374,79.128
4907,PROGRESSIVE GAMING INTL CORP,PGICQ,54.286,185.846,38.406,44.071000000000005,2.594,0.509,3.103,39.815,10.534,22.364,-5.983,-114.63,26.089,78.221,336.5867,81.291,78.221,75.118
4908,PROGRESSIVE GAMING INTL CORP,PGICQ,47.341,186.186,41.664,62.051,1.796,-25.292,-23.496,27.845,11.486,27.658,-36.624,-146.909,24.225,69.509,312.7336,102.259,69.509,93.005
4909,PROGRESSIVE GAMING INTL CORP,PGICQ,50.151,133.909,37.988,0.0,1.47,-12.066,-10.595999999999998,32.996,6.5760000000000005,54.905,-94.528,-240.304,22.189,70.984,152.959,62.958,70.984,81.58
5695,PROLIANCE INTERNATIONAL INC,PLNTQ,121.789,150.11,209.58900000000003,0.12,5.962999999999999,9.598,15.561,58.554,76.368,96.431,5.178,-8.262,40.492,268.143,43.3466,103.275,268.143,252.582
5696,PROLIANCE INTERNATIONAL INC,PLNTQ,188.867,217.33900000000003,242.883,2.228,4.547,-16.905,-12.358,53.955,121.05,120.363,-9.931,-18.53,58.29600000000001,296.838,80.7042,130.09,296.838,309.196
5697,PROLIANCE INTERNATIONAL INC,PLNTQ,187.754,224.362,319.078,1.6569999999999998,5.184,-1.978,3.2060000000000004,97.017,118.912,140.014,-18.055,-31.437,58.209,416.095,69.0062,149.889,416.095,412.889
5698,PROLIANCE INTERNATIONAL INC,PLNTQ,175.03,208.893,302.093,0.211,8.87,6.247999999999999,15.118,91.849,106.756,140.303,-16.804000000000002,-46.262,60.153,393.942,28.4346,145.86700000000005,393.942,378.824
5699,PROLIANCE INTERNATIONAL INC,PLNTQ,149.233,187.205,274.939,0.877,9.732,20.035,29.767,75.128,84.586,127.294,-4.062,-70.388,57.005,350.06699999999995,5.6876,145.016,350.06699999999995,320.3
6140,PROSOFT LEARNING CORP,POSOQ,9.414,55.216,16.539,0.158,3.613,-4.268,-0.655,14.886,0.0,5.267,-4.167,-54.393,3.663,31.425,29.1203,5.625,31.425,32.08
6141,PROSOFT LEARNING CORP,POSOQ,5.9,15.107,11.617,2.8160000000000003,3.139,-8.857999999999999,-5.718999999999999,6.305,0.0,4.715,-42.459,-96.794,1.995,17.922,7.2543,7.5310000000000015,17.922,23.641
6142,PROSOFT LEARNING CORP,POSOQ,2.747,10.579,6.068,3.032,0.831,-2.394,-1.5630000000000002,5.952000000000001,0.0,2.196,-2.3080000000000003,-99.02,1.023,12.02,10.6762,5.228,12.02,13.583
6143,PROSOFT LEARNING CORP,POSOQ,1.263,8.622,3.326,3.264,0.488,-1.264,-0.7759999999999999,4.722,0.0,1.521,-1.5659999999999998,-100.548,0.644,8.048,9.9667,4.785,8.048,8.824
6144,PROSOFT LEARNING CORP,POSOQ,1.575,8.5,2.6710000000000003,3.849,0.407,-1.039,-0.632,4.361000000000001,0.0,1.16,-2.608,-103.177,0.562,7.032,3.0115,5.009,7.032,7.664
4760,PROXYMED INC,PILLQ,21.209,73.13,35.637,15.194,3.1,-2.99,0.11,35.919000000000004,3.347,10.697,-5.0,-100.273,10.621,71.556,118.6522,27.352,71.556,71.446
4761,PROXYMED INC,PILLQ,33.451,184.403,40.675,13.343,3.3,-1.7519999999999998,1.548,49.571000000000005,1.775,35.115,-3.8,-104.073,17.903,90.246,123.9873,49.32100000000001,90.246,88.698
4762,PROXYMED INC,PILLQ,23.717,75.641,33.429,16.472,2.7,-6.572,-3.872,44.09,1.03,23.702,-105.294,-209.367,16.116,77.51899999999999,53.6082,42.737,77.51899999999999,81.391
4763,PROXYMED INC,PILLQ,17.872,72.24,24.112,18.425,2.6,-3.037,-0.437,41.35,0.759,25.508000000000003,-6.61,-215.977,15.136,65.462,61.0302,44.816,65.462,65.899
4764,PROXYMED INC,PILLQ,15.875,40.655,14.951,0.506,6.417000000000001,-5.896,0.521,39.172,0.434,46.687,-36.788,-252.762,12.861,54.123000000000005,36.8006,47.64,54.123000000000005,53.602
1730,PUBLICARD INC,CARD,3.403,7.939,2.25,0.0,0.7809999999999999,-4.143,-3.362,2.355,0.885,3.951,-7.193,-114.415,0.853,4.605,3.6287,8.941,4.605,7.967
1731,PUBLICARD INC,CARD,5.787999999999999,7.399,2.1630000000000003,0.0,0.193,-2.7110000000000003,-2.518,2.6180000000000003,0.635,6.775,-1.5930000000000002,-116.341,1.133,4.781000000000001,1.358,10.327,4.781000000000001,7.298999999999999
1732,PUBLICARD INC,CARD,3.768,5.073,1.894,7.501,0.156,-2.372,-2.216,2.501,0.5579999999999999,2.363,-4.859,-118.572,0.8270000000000001,4.395,0.9876,10.232,4.395,6.611000000000001
1733,PUBLICARD INC,CARD,2.595,2.642,1.584,7.501,0.077,-1.858,-1.781,2.033,0.303,2.065,-2.031,-120.564,0.647,3.617,0.7482,9.793,3.617,5.398
1734,PUBLICARD INC,CARD,1.3769999999999998,1.388,1.455,0.0,0.034,-1.551,-1.517,1.859,0.2789999999999999,2.136,6.267,-114.408,0.6,3.314,0.3741,2.352,3.314,4.831
2685,PULITZER INC,PTZ,268.193,1282.873,354.189,306.0,13.495,39.857,53.352,53.352,5.468,49.574,34.902,434.212,55.524,407.541,1037.8212,483.172,407.541,354.189
2686,PULITZER INC,PTZ,272.536,1288.783,373.289,306.0,14.33,25.887,40.217,40.217,5.124,51.534,10.662,428.358,58.372,413.506,1081.71,491.546,413.506,373.289
2687,PULITZER INC,PTZ,265.35,1287.246,336.533,306.0,14.286,65.141,79.42699999999999,79.42699999999999,6.165,39.802,34.699,440.082,53.771,415.96,958.9184,472.028,415.96,336.533
2688,PULITZER INC,PTZ,254.73,1309.673,336.922,306.0,14.613,71.12899999999999,85.742,85.742,7.566,40.294,42.177,467.286,61.797,422.664,1161.864,458.229,422.664,336.922
2689,PULITZER INC,PTZ,297.552,1386.662,357.969,306.0,15.348,70.33800000000001,85.686,85.686,8.479,55.174,44.114,503.729,60.105,443.655,1407.3099,488.513,443.655,357.969
2265,QUAKER FABRIC CORP,QFABQ,107.945,288.686,267.77,61.2,17.723,23.067,40.79,97.675,52.041,33.137,11.556,74.877,42.346,365.445,112.2147,126.881,365.445,324.655
2266,QUAKER FABRIC CORP,QFABQ,106.691,276.278,235.732,40.0,19.47,14.800999999999998,34.271,89.605,45.714,32.523,7.939,81.16199999999999,44.374,325.337,159.0581,106.773,325.337,291.066
2267,QUAKER FABRIC CORP,QFABQ,100.505,266.505,217.513,0.0,18.757,-2.44,16.317,71.632,43.533,66.055,-2.042,77.736,40.708,289.145,94.5621,100.013,289.145,272.828
2268,QUAKER FABRIC CORP,QFABQ,78.444,219.862,176.00099999999998,0.629,16.86,-14.828,2.032,48.683,37.827,59.783,-26.256,51.92,31.822,224.68400000000003,36.1759,78.69800000000002,224.68400000000003,222.652
2269,QUAKER FABRIC CORP,QFABQ,55.978,160.844,122.907,22.917,13.567,-21.863000000000003,-8.296,28.757,28.122,32.681,-37.632,13.592,21.512,151.664,19.9149,57.915,151.664,159.96
3940,RAG SHOPS INC,RAGS,33.063,37.869,59.496,0.0,1.371,0.7509999999999999,2.122,35.285,30.562,15.765,0.402,16.06,0.0,94.781,10.2234,15.765,94.781,92.659
3941,RAG SHOPS INC,RAGS,30.55,34.58,62.251000000000005,0.0,1.414,1.961,3.375,37.957,27.805,10.91,1.396,17.456,0.0,100.208,12.005,10.91,100.208,96.833
3942,RAG SHOPS INC,RAGS,30.963,35.634,63.857,0.0,1.276,0.015,1.291,37.031,27.807,11.914,0.046,17.500999999999998,0.0,100.888,10.7978,11.914,100.888,99.597
3943,RAG SHOPS INC,RAGS,33.779,38.57,70.15,0.0,1.225,0.488,1.713,40.522,30.327,14.559,0.29,17.791,0.0,110.672,20.3915,14.559,110.672,108.959
3944,RAG SHOPS INC,RAGS,35.669000000000004,40.737,75.715,0.0,1.217,-1.028,0.1889999999999999,39.832,31.995,17.432000000000002,-0.705,17.086,0.0,115.547,21.3991,17.432000000000002,115.547,115.358
9380,RASER TECHNOLOGIES INC,RZTIQ,9.954,11.405,0.236,0.0,0.2019999999999999,-18.452,-18.25,-0.113,0.0,0.695,-18.489,-35.474000000000004,6.037000000000001,0.123,314.5007,0.695,0.123,18.373
9381,RASER TECHNOLOGIES INC,RZTIQ,7.422999999999999,23.784,0.023,0.0,0.262,-16.129,-15.867,0.297,0.0,4.333,-15.749,-51.223,0.71,0.32,830.4714,4.333,0.32,16.187
9382,RASER TECHNOLOGIES INC,RZTIQ,7.269,184.024,38.327,80.12,0.304,-38.459,-38.155,-38.155,0.0,67.44800000000001,-45.485,-96.708,0.144,0.172,236.9259,149.721,0.172,38.327
9383,RASER TECHNOLOGIES INC,RZTIQ,36.688,154.192,3.683,79.773,2.792,-25.454,-22.662,-1.489,0.0,43.111,-20.21,-109.715,33.327,2.194,98.2911,137.357,2.194,24.856
9384,RASER TECHNOLOGIES INC,RZTIQ,3.654,41.839,4.918,55.001000000000005,1.741,-19.136,-17.395,-0.672,0.0,49.371,-101.806,-215.43,0.546,4.246,17.5352,107.785,4.246,21.641
3545,READERS DIGEST ASSN INC,0090A,863.7,2702.7,911.8,818.0,35.9,184.4,220.3,1456.8,156.0,980.8,91.2,1171.5,306.0,2368.6,1917.1504,2230.8,2368.6,2148.3
3546,READERS DIGEST ASSN INC,0090A,788.0,2599.5,937.5,834.7,64.7,178.9,243.6,1537.4,155.7,881.2,61.3,1192.4,256.5,2474.9,1323.4394,2199.2,2474.9,2231.3
3547,READERS DIGEST ASSN INC,0090A,690.3,2442.7,909.7,637.7,63.2,121.1,184.3,1478.8,152.0,892.3,49.5,1241.0,229.0,2388.5,1583.9374,1979.6,2388.5,2204.2
3548,READERS DIGEST ASSN INC,0090A,632.7,2180.6,914.0,559.2,56.9,81.4,138.3,1475.7,162.4,819.6,-90.9,1137.5,233.9,2389.7,1637.7405,1814.4,2389.7,2251.4
3549,READERS DIGEST ASSN INC,0090A,704.3,2122.1,953.3,695.0,36.8,156.1,192.9,1432.9,172.3,830.0,-117.4,996.9,261.9,2386.2,1326.8701,1947.0,2386.2,2193.3
9820,REDDY ICE HOLDINGS INC,RDDYQ,60.976000000000006,607.56,215.204,378.23800000000006,26.008000000000003,52.845,78.85300000000001,123.834,10.709,43.925,10.343,-80.917,27.268,339.038,556.82,467.578,339.038,260.185
9821,REDDY ICE HOLDINGS INC,RDDYQ,85.04899999999999,454.559,214.905,390.5,27.511,39.332,66.843,114.393,12.323,38.156,-120.431,-221.173,27.879,329.298,31.8442,453.687,329.298,262.455
9822,REDDY ICE HOLDINGS INC,RDDYQ,87.579,455.665,198.241,390.601,28.472,34.836,63.308,114.09,11.057,27.157,4.234,-214.742,26.289,312.331,96.8639,446.869,312.331,249.023
9823,REDDY ICE HOLDINGS INC,RDDYQ,81.775,470.925,211.26,450.69,34.89,14.869000000000002,49.75899999999999,104.195,12.549,39.468,-40.489,-255.231,21.432,315.455,63.1455,500.718,315.455,265.696
9824,REDDY ICE HOLDINGS INC,RDDYQ,59.084,434.029,229.114,0.1,36.567,5.572,42.139,99.349,12.550999999999998,516.622,-69.455,-324.686,28.266,328.463,5.6167,530.827,328.463,286.324
290,RESOLUTE FOREST PRODUCTS INC,RFP,902.7,5458.9,2671.3,2427.9,335.2,22.6,357.8,519.0,327.9,556.6,-87.1,237.9,377.0,3190.3,2519.3491,3883.1,3190.3,2832.5
291,RESOLUTE FOREST PRODUCTS INC,RFP,1003.0,5152.4,2880.8,2400.0,329.4,115.6,445.0,603.0,365.8,575.7,-120.6,-55.9,410.1,3483.8,1762.0685,3878.0,3483.8,3038.8
292,RESOLUTE FOREST PRODUCTS INC,RFP,959.0,4645.9,3016.9,2251.6,323.2,15.5,338.7,512.9,349.8,446.1,-138.3,-447.0,444.5,3529.8,1291.68,3754.3,3529.8,3191.1
293,RESOLUTE FOREST PRODUCTS INC,RFP,2142.0,10319.0,3609.0,4695.0,396.0,-387.0,9.0,267.0,906.0,2178.0,-490.0,-742.0,754.0,3876.0,1184.4567,8270.0,3876.0,3867.0
294,RESOLUTE FOREST PRODUCTS INC,RFP,2767.0,8072.0,5872.0,5015.0,726.0,-153.0,573.0,899.0,713.0,2385.0,-2234.0,-3222.0,816.0,6771.0,25.004,8412.0,6771.0,6198.0
345,REUNION INDUSTRIES INC,RUNI,22.997,55.318000000000005,59.081,0.061,2.762,-4.3,-1.538,11.718,7.895,80.796,-12.859000000000002,-56.198,12.382,70.79899999999999,2.4419,86.15799999999999,70.79899999999999,72.337
346,REUNION INDUSTRIES INC,RUNI,20.476,51.523,55.596,41.129,2.582,-0.638,1.944,12.913,8.207,32.79,2.64,-53.527,10.087,68.509,9.279,79.278,68.509,66.565
347,REUNION INDUSTRIES INC,RUNI,28.288,56.596,53.17100000000001,35.628,2.48,4.006,6.486000000000001,15.479,9.3,41.54600000000001,-0.162,-53.612,12.794,68.65,5.8604,81.84899999999998,68.65,62.164
348,REUNION INDUSTRIES INC,RUNI,25.458,51.26,38.911,0.0,1.651,2.119,3.77,10.816,8.606,74.202,-2.42,-56.00899999999999,7.386,49.727,5.6634,78.44800000000002,49.727,45.957
349,REUNION INDUSTRIES INC,RUNI,23.592,44.418,45.244,0.0,0.785,6.38,7.165,14.246,11.316,62.892,5.3870000000000005,-51.33,9.241,59.49,6.7621,66.949,59.49,52.325
3400,REXHALL INDUSTRIES INC,REXLQ,31.28,36.184,69.291,0.737,0.368,7.483,7.851,15.448,16.504,14.955,5.3020000000000005,13.505999999999998,6.972,84.73899999999999,30.8198,15.89,84.73899999999999,76.888
3401,REXHALL INDUSTRIES INC,REXLQ,33.176,39.609,54.299,0.705,0.364,3.727,4.091,10.876,22.475,16.487000000000002,2.273,16.178,6.113,65.175,18.1509,17.247,65.175,61.084
3402,REXHALL INDUSTRIES INC,REXLQ,30.159,36.352,51.208,0.6709999999999999,0.376,-2.237,-1.861,5.472,12.546,15.402,-1.992,14.186,2.837,56.68,21.7985,16.073,56.68,58.541
3403,REXHALL INDUSTRIES INC,REXLQ,24.741,29.951,56.041,0.634,0.3829999999999999,-0.5489999999999999,-0.166,7.262,15.049,10.16,-0.935,13.251,2.611,63.303,21.139,10.794,63.303,63.469
3404,REXHALL INDUSTRIES INC,REXLQ,22.003,27.999,32.556999999999995,0.942,0.381,-2.448,-2.067,6.335,17.848,10.662,-2.436,10.815,1.883,38.892,19.0285,11.604,38.892,40.959
5490,RIVIERA HOLDINGS CORP,RVHLQ,30.797,211.769,123.99,214.607,14.065,23.166,37.231,78.237,2.485,25.305,-3.999,-38.54,3.544,202.227,200.335,243.038,202.227,164.99599999999998
5491,RIVIERA HOLDINGS CORP,RVHLQ,34.142,213.682,120.382,216.887,12.691,25.435,38.126,80.562,1.7919999999999998,25.235,-0.335,-38.875,3.063,200.944,298.835,244.216,200.944,162.81799999999998
5492,RIVIERA HOLDINGS CORP,RVHLQ,40.211,218.462,118.213,225.288,13.116,29.861,42.977,87.28200000000001,1.455,26.665,-18.258,-57.133,3.563,205.495,383.6756,266.288,205.495,162.518
5493,RIVIERA HOLDINGS CORP,RVHLQ,22.384,204.96,102.966,0.158,14.883,11.231,26.114,66.794,0.718,263.595,-11.862,-68.995,2.457,169.76,37.482,263.753,169.76,143.64600000000002
5494,RIVIERA HOLDINGS CORP,RVHLQ,27.402,198.95,82.705,0.114,14.87,0.5820000000000001,15.452,51.344,0.5710000000000001,281.909,-24.859,-93.854,2.063,134.049,4.3656,282.023,134.049,118.597
1795,RONSON CORP,RONCQ,6.111000000000001,13.942,18.884,2.491,0.772,1.067,1.839,9.599,2.334,7.171,0.193,-28.581,1.876,28.483,7.9046,10.069,28.483,26.644
1796,RONSON CORP,RONCQ,5.872999999999999,12.654000000000002,17.455,2.468,0.738,0.983,1.721,9.108,2.555,6.632999999999999,-0.3329999999999999,-29.44,1.832,26.563,5.832000000000001,9.35,26.563,24.842
1797,RONSON CORP,RONCQ,6.196000000000001,14.72,19.807,3.769,0.616,1.093,1.709,9.437,2.795,7.074,0.067,-29.555,1.876,29.244,9.4013,11.094,29.244,27.535
1798,RONSON CORP,RONCQ,6.188,15.401,18.075,3.554,0.591,0.038,0.629,8.171,3.076,8.624,-0.597,-30.586,1.743,26.246,8.2297,12.414,26.246,25.617
1799,RONSON CORP,RONCQ,4.1080000000000005,14.837,18.053,5.455,0.622,-1.4269999999999998,-0.805,6.134,1.839,7.149,-1.652,-33.668,1.288,24.187,2.0336,14.931,24.187,24.992
9650,ROTECH HEALTHCARE INC,ROHIQ,153.346,546.773,165.455,479.724,62.81399999999999,11.054,73.868,393.899,11.509,68.641,-46.074,-516.12,82.405,559.354,9.6919,551.947,559.354,485.486
9651,ROTECH HEALTHCARE INC,ROHIQ,152.55200000000002,315.41900000000004,148.494,499.791,65.62100000000001,10.258,75.87899999999999,396.039,9.502,65.203,-246.926,-763.4960000000001,64.635,544.533,0.8927,567.474,544.533,468.654
9652,ROTECH HEALTHCARE INC,ROHIQ,142.716,298.541,121.205,512.863,63.447,23.031,86.478,358.664,10.595,57.61600000000001,-21.081,-785.0269999999999,69.47800000000001,479.869,9.4502,571.773,479.869,393.391
9653,ROTECH HEALTHCARE INC,ROHIQ,147.089,291.062,106.313,510.909,60.215,49.777,109.992,390.11300000000006,10.02,56.593,-4.203,-789.648,70.633,496.426,48.4142,568.631,496.426,386.434
9654,ROTECH HEALTHCARE INC,ROHIQ,125.751,277.04400000000004,98.759,511.065,60.027,45.948,105.975,385.032,12.188,59.117,-14.759,-804.703,79.555,483.791,32.3838,571.216,483.791,377.816
1800,ROWE COMPANIES,ROWC,81.211,155.115,211.556,52.096,8.568999999999999,-5.766,2.803,113.882,41.07,49.085,-6.189,29.003,26.364,325.438,17.0755,108.419,325.438,322.635
1801,ROWE COMPANIES,ROWC,69.67,174.292,210.41,63.475,8.889,11.001,19.89,124.2,37.207,56.707,2.02,31.111,24.544,334.61,28.6997,125.469,334.61,314.72
1802,ROWE COMPANIES,ROWC,63.349,130.06799999999998,171.035,34.312,7.212999999999999,6.115,13.328,108.35,32.387,39.57,2.546,34.204,19.989,279.385,38.3131,78.15100000000002,279.385,266.057
1803,ROWE COMPANIES,ROWC,70.858,139.121,184.565,33.045,7.079,3.1830000000000003,10.262,110.638,37.781,42.593,0.89,34.788000000000004,16.522000000000002,295.203,66.9024,86.441,295.203,284.941
1804,ROWE COMPANIES,ROWC,68.668,134.216,199.751,34.183,6.156000000000001,-15.65,-9.494,99.64,42.677,40.249,-5.305,29.609,17.148,299.391,34.5592,86.617,299.391,308.885
9300,RRI ENERGY INC,RRI.3,4730.451,13568.806,9219.247,4317.427,445.871,46.877,492.7480000000001,492.7480000000001,299.099,3406.23,-330.556,-1983.12,1171.673,9711.995,3146.568,9705.113,9711.995,9219.247
9301,RRI ENERGY INC,RRI.3,3173.2490000000003,10567.133,10493.577,3177.691,372.616,11.192,383.8080000000001,383.8080000000001,275.437,2693.243,-327.81199999999995,-2224.891,1043.637,10877.385,4797.6228,6617.26,10877.385,10493.577
9302,RRI ENERGY INC,RRI.3,2784.667,9456.53,9886.739,2902.3459999999995,424.432,897.553,1321.985,1321.985,285.408,1603.184,365.107,-1738.5839999999998,1082.746,11208.723999999998,9041.7792,4979.496,11208.723999999998,9886.739
9303,RRI ENERGY INC,RRI.3,4361.395,10635.153,12533.739,2871.4440000000004,336.531,-317.06,19.471,19.471,315.001,2945.178,-739.675,-2461.106,1120.644,12553.21,2021.9191,6857.509,12553.21,12533.739
9304,RRI ENERGY INC,RRI.3,1977.65,7460.694,1758.3339999999998,1949.771,269.191,-202.686,66.505,66.505,331.584,929.963,402.812,-2020.975,152.569,1824.839,2017.9359,3222.307,1824.839,1758.3339999999998
1810,RYAN'S RESTAURANT GROUP INC,RYAN,16.44,556.061,565.9580000000001,192.0,27.668000000000003,77.314,104.982,139.83700000000002,5.085,48.072,41.983,251.148,3.631,705.795,294.3745,273.632,705.795,600.813
1811,RYAN'S RESTAURANT GROUP INC,RYAN,29.084,583.129,599.376,178.0,30.238000000000003,79.248,109.486,147.06799999999998,5.091,53.043,45.04600000000001,281.007,4.806,746.444,661.2776,266.375,746.444,636.9580000000001
